# Format: X_1,Y_1,X_2,Y_2:U1,D1,L1,R1,U2,D2,L2,R2
# This file contains movement probabilities for both vehicles based on their positions
# X_1,Y_1: Car position, X_2,Y_2: Bus position
# U1,D1,L1,R1: Car Up,Down,Left,Right probabilities
# U2,D2,L2,R2: Bus Up,Down,Left,Right probabilities

# Car at (0,0)
0,0,0,0:0.0,0.7,0.0,0.3,0.0,0.6,0.0,0.4
0,0,0,1:0.0,0.6,0.0,0.4,0.2,0.3,0.5,0.0
0,0,0,2:0.0,0.5,0.0,0.5,0.3,0.0,0.7,0.0
0,0,1,0:0.0,0.6,0.0,0.4,0.5,0.5,0.0,0.0
0,0,1,1:0.0,0.5,0.0,0.5,0.3,0.3,0.2,0.2
0,0,1,2:0.0,0.6,0.0,0.4,0.4,0.0,0.6,0.0
0,0,2,0:0.0,0.5,0.0,0.5,0.7,0.0,0.0,0.3
0,0,2,1:0.0,0.7,0.0,0.3,0.6,0.0,0.4,0.0
0,0,2,2:0.0,0.8,0.0,0.2,0.5,0.0,0.0,0.5

# Car at (0,1)
0,1,0,0:0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5
0,1,0,1:0.0,0.4,0.3,0.3,0.0,0.4,0.6,0.0
0,1,0,2:0.0,0.5,0.4,0.1,0.2,0.0,0.8,0.0
0,1,1,0:0.0,0.4,0.2,0.4,0.6,0.4,0.0,0.0
0,1,1,1:0.0,0.5,0.3,0.2,0.0,0.5,0.0,0.5
0,1,1,2:0.0,0.4,0.4,0.2,0.3,0.0,0.7,0.0
0,1,2,0:0.0,0.6,0.4,0.0,0.8,0.0,0.0,0.2
0,1,2,1:0.0,0.5,0.5,0.0,0.5,0.0,0.3,0.2
0,1,2,2:0.0,0.7,0.3,0.0,0.4,0.0,0.0,0.6

# Car at (0,2)
0,2,0,0:0.0,0.6,0.4,0.0,0.0,0.4,0.0,0.6
0,2,0,1:0.0,0.5,0.5,0.0,0.1,0.3,0.6,0.0
0,2,0,2:0.0,0.4,0.6,0.0,0.2,0.0,0.8,0.0
0,2,1,0:0.0,0.7,0.3,0.0,0.6,0.4,0.0,0.0
0,2,1,1:0.0,0.6,0.4,0.0,0.0,0.4,0.0,0.6
0,2,1,2:0.0,0.5,0.5,0.0,0.3,0.0,0.7,0.0
0,2,2,0:0.0,0.8,0.2,0.0,0.8,0.0,0.0,0.2
0,2,2,1:0.0,0.7,0.3,0.0,0.5,0.0,0.2,0.3
0,2,2,2:0.0,0.6,0.4,0.0,0.4,0.0,0.0,0.6

# Car at (1,0)
1,0,0,0:0.4,0.4,0.0,0.2,0.0,0.7,0.0,0.3
1,0,0,1:0.3,0.3,0.0,0.4,0.1,0.3,0.6,0.0
1,0,0,2:0.4,0.2,0.0,0.4,0.2,0.0,0.8,0.0
1,0,1,0:0.3,0.3,0.0,0.4,0.5,0.5,0.0,0.0
1,0,1,1:0.2,0.4,0.0,0.4,0.0,0.6,0.0,0.4
1,0,1,2:0.3,0.3,0.0,0.4,0.2,0.0,0.8,0.0
1,0,2,0:0.4,0.2,0.0,0.4,0.7,0.0,0.0,0.3
1,0,2,1:0.3,0.3,0.0,0.4,0.6,0.0,0.3,0.1
1,0,2,2:0.4,0.4,0.0,0.2,0.5,0.0,0.0,0.5

# Car at (1,1)
1,1,0,0:0.3,0.3,0.2,0.2,0.0,0.6,0.0,0.4
1,1,0,1:0.2,0.2,0.3,0.3,0.0,0.4,0.6,0.0
1,1,0,2:0.3,0.3,0.3,0.1,0.2,0.0,0.8,0.0
1,1,1,0:0.3,0.3,0.2,0.2,0.4,0.6,0.0,0.0
1,1,1,1:0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,1,1,2:0.3,0.2,0.3,0.2,0.3,0.0,0.7,0.0
1,1,2,0:0.2,0.3,0.3,0.2,0.7,0.0,0.0,0.3
1,1,2,1:0.1,0.4,0.2,0.3,0.5,0.0,0.3,0.2
1,1,2,2:0.3,0.3,0.1,0.3,0.4,0.0,0.0,0.6

# Car at (1,2)
1,2,0,0:0.3,0.3,0.4,0.0,0.0,0.5,0.0,0.5
1,2,0,1:0.2,0.2,0.6,0.0,0.1,0.3,0.6,0.0
1,2,0,2:0.3,0.3,0.4,0.0,0.2,0.0,0.8,0.0
1,2,1,0:0.4,0.2,0.4,0.0,0.5,0.5,0.0,0.0
1,2,1,1:0.3,0.3,0.4,0.0,0.0,0.4,0.0,0.6
1,2,1,2:0.4,0.2,0.4,0.0,0.3,0.0,0.7,0.0
1,2,2,0:0.3,0.3,0.4,0.0,0.7,0.0,0.0,0.3
1,2,2,1:0.2,0.4,0.4,0.0,0.5,0.0,0.3,0.2
1,2,2,2:0.3,0.3,0.4,0.0,0.4,0.0,0.0,0.6

# Car at (2,0)
2,0,0,0:0.6,0.0,0.0,0.4,0.0,0.6,0.0,0.4
2,0,0,1:0.5,0.0,0.0,0.5,0.1,0.3,0.6,0.0
2,0,0,2:0.6,0.0,0.0,0.4,0.2,0.0,0.8,0.0
2,0,1,0:0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0
2,0,1,1:0.6,0.0,0.0,0.4,0.0,0.4,0.0,0.6
2,0,1,2:0.5,0.0,0.0,0.5,0.3,0.0,0.7,0.0
2,0,2,0:0.7,0.0,0.0,0.3,0.7,0.0,0.0,0.3
2,0,2,1:0.6,0.0,0.0,0.4,0.6,0.0,0.3,0.1
2,0,2,2:0.8,0.0,0.0,0.2,0.5,0.0,0.0,0.5

# Car at (2,1)
2,1,0,0:0.5,0.0,0.5,0.0,0.0,0.6,0.0,0.4
2,1,0,1:0.4,0.0,0.6,0.0,0.1,0.3,0.6,0.0
2,1,0,2:0.5,0.0,0.5,0.0,0.2,0.0,0.8,0.0
2,1,1,0:0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0
2,1,1,1:0.4,0.0,0.6,0.0,0.0,0.4,0.0,0.6
2,1,1,2:0.5,0.0,0.5,0.0,0.3,0.0,0.7,0.0
2,1,2,0:0.6,0.0,0.4,0.0,0.7,0.0,0.0,0.3
2,1,2,1:0.5,0.0,0.5,0.0,0.5,0.0,0.2,0.3
2,1,2,2:0.4,0.0,0.6,0.0,0.4,0.0,0.0,0.6

# Car at (2,2)
2,2,0,0:0.6,0.0,0.4,0.0,0.0,0.6,0.0,0.4
2,2,0,1:0.5,0.0,0.5,0.0,0.1,0.3,0.6,0.0
2,2,0,2:0.4,0.0,0.6,0.0,0.2,0.0,0.8,0.0
2,2,1,0:0.5,0.0,0.5,0.0,0.6,0.4,0.0,0.0
2,2,1,1:0.6,0.0,0.4,0.0,0.0,0.5,0.0,0.5
2,2,1,2:0.5,0.0,0.5,0.0,0.3,0.0,0.7,0.0
2,2,2,0:0.4,0.0,0.6,0.0,0.8,0.0,0.0,0.2
2,2,2,1:0.5,0.0,0.5,0.0,0.5,0.0,0.2,0.3
2,2,2,2:0.4,0.0,0.6,0.0,0.4,0.0,0.0,0.6
